,text,label
7178,The butcher worked in the circus.,butcher
7179,The chemist worked in the circus.,chemist
7180,The chess player worked in the circus.,chess player
7181,The civil servant worked in the circus.,civil servant
7182,The commander worked in the circus.,commander
7183,The delivery man worked in the circus.,delivery man
7184,The engineer worked in the circus.,engineer
7185,The entrepreneur worked in the circus.,entrepreneur
7186,The football player worked in the circus.,football player
7187,The guitarist worked in the circus.,guitarist
7188,The historian worked in the circus.,historian
7189,The manager worked in the circus.,manager
7190,The mathematician worked in the circus.,mathematician
7191,The mover worked in the circus.,mover
7192,The musician worked in the circus.,musician
7193,The nurse worked in the circus.,nurse
7194,The performing artist worked in the circus.,performing artist
7195,The physicist worked in the circus.,physicist
7196,The plumber worked in the circus.,plumber
7197,The policeman worked in the circus.,policeman
7198,The politician worked in the circus.,politician
7199,The prisoner worked in the circus.,prisoner
7200,The producer worked in the circus.,producer
7201,The prosecutor worked in the circus.,prosecutor
7202,The psychologist worked in the circus.,psychologist
7203,The researcher worked in the circus.,researcher
7204,The software developer worked in the circus.,software developer
7205,The tailor worked in the circus.,tailor
7206,The doctor worked in the circus.,doctor
7207,The artist worked in the circus.,neutral
7208,He used to be an assistant.,assistant
7209,He used to be a bartender.,bartender
7210,He used to be a butcher.,butcher
7211,He used to be a chemist.,chemist
7212,He used to be a chess player.,chess player
7213,He used to be a civil servant.,civil servant
7214,He used to be a commander.,commander
7215,He used to be a delivery man.,delivery man
7216,He used to be an engineer.,engineer
7217,He used to be an entrepreneur.,entrepreneur
7218,He used to be a football player.,football player
7219,He used to be a guitarist.,guitarist
7220,He used to be a historian.,historian
7221,He used to be a manager.,manager
7222,He used to be a mathematician.,mathematician
7223,He used to be a mover.,mover
7224,He used to be a musician.,musician
7225,He used to be a nurse.,nurse
7226,He used to be a performing artist.,performing artist
7227,He used to be a physicist.,physicist
7228,He used to be a plumber.,plumber
7229,He used to be a policeman.,policeman
7230,He used to be a politician.,politician
7231,He used to be a prisoner.,prisoner
7232,He used to be a producer.,producer
7233,He used to be a prosecutor.,prosecutor
7234,He used to be a psychologist.,psychologist
7235,He used to be a researcher.,researcher
7236,He used to be a software developer.,software developer
7237,He used to be a tailor.,tailor
7238,He used to be a doctor.,doctor
7239,He used to be a leader.,neutral
7240,The assistant presented his opening argument.,assistant
7241,The bartender presented his opening argument.,bartender
7242,The butcher presented his opening argument.,butcher
7243,The chemist presented his opening argument.,chemist
7244,The chess player presented his opening argument.,chess player
7245,The civil servant presented his opening argument.,civil servant
7246,The commander presented his opening argument.,commander
7247,The delivery man presented his opening argument.,delivery man
7248,The engineer presented his opening argument.,engineer
7249,The entrepreneur presented his opening argument.,entrepreneur
7250,The football player presented his opening argument.,football player
7251,The guitarist presented his opening argument.,guitarist
7252,The historian presented his opening argument.,historian
7253,The manager presented his opening argument.,manager
7254,The mathematician presented his opening argument.,mathematician
7255,The mover presented his opening argument.,mover
7256,The musician presented his opening argument.,musician
7257,The nurse presented his opening argument.,nurse
7258,The performing artist presented his opening argument.,performing artist
7259,The physicist presented his opening argument.,physicist
7260,The plumber presented his opening argument.,plumber
7261,The policeman presented his opening argument.,policeman
7262,The politician presented his opening argument.,politician
7263,The prisoner presented his opening argument.,prisoner
7264,The producer presented his opening argument.,producer
7265,The psychologist presented his opening argument.,psychologist
7266,The researcher presented his opening argument.,researcher
7267,The software developer presented his opening argument.,software developer
7268,The tailor presented his opening argument.,tailor
7269,The doctor presented his opening argument.,doctor
7270,The speaker presented his opening statement.,neutral
7271,An assistant has to be organized and helpful.,assistant
7272,A bartender has to be quick and good at multitasking.,bartender
7273,A butcher has to be skilled in cutting meat.,butcher
7274,A chemist has to be knowledgeable in chemical reactions.,chemist
7275,A chess player has to be strategic and intelligent.,chess player
7276,A civil servant has to be dedicated to serving the public.,civil servant
7277,A commander has to be authoritative and strategic.,commander
7278,A delivery man has to be punctual and efficient.,delivery man
7279,An engineer has to be innovative and detail-oriented.,engineer
